% COMP47490 2018 - Assignment 1 Q1
% Dataset marketing for student ID number 15464068
@relation marketing-15464068

@attribute age numeric
@attribute job {education,tech,entrepreneur,retail,management,retired,self-employed,services,student,construction,unemployed,unknown}
@attribute status {divorced,married,single}
@attribute education {primary,secondary,tertiary,unknown}
@attribute has_defaulted {no,yes}
@attribute balance numeric
@attribute housing_loan {no,yes}
@attribute personal_loan {no,yes}
@attribute contact {email,phone,unknown}
@attribute contact_day numeric
@attribute contact_month {apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep}
@attribute contact_duration numeric
@attribute num_contacts numeric
@attribute num_days numeric
@attribute num_last numeric
@attribute last_outcome {failure,other,success,unknown}
@attribute class {yes,no}

@data
32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,-1,0,unknown,no
42,tech,married,primary,no,969,yes,no,email,13,may,721,1,-1,0,unknown,yes
23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,no
46,education,divorced,secondary,no,2232,no,no,email,13,feb,121,1,-1,0,unknown,no
27,education,divorced,secondary,no,451,yes,no,email,16,jul,652,1,-1,0,unknown,no
37,construction,married,unknown,no,47,no,no,unknown,19,jun,374,3,-1,0,unknown,yes
40,services,married,secondary,no,51,yes,no,email,11,may,50,1,-1,0,unknown,yes
61,management,married,secondary,no,985,no,no,email,18,aug,998,6,-1,0,unknown,no
37,tech,married,secondary,no,67,no,no,unknown,3,jun,45,2,-1,0,unknown,yes
69,retired,single,tertiary,no,2144,no,no,email,29,jul,417,1,184,4,success,no
31,retail,single,primary,no,26965,no,no,email,21,apr,654,2,-1,0,unknown,no
43,management,divorced,tertiary,no,99,no,no,email,29,jan,24,3,-1,0,unknown,yes
46,tech,married,secondary,no,182,no,no,email,4,feb,56,1,-1,0,unknown,yes
54,construction,married,secondary,no,-315,no,yes,email,10,jul,2029,1,-1,0,unknown,no
30,management,married,tertiary,no,877,no,no,email,13,aug,202,1,83,5,failure,yes
36,management,married,tertiary,no,925,no,no,email,14,dec,321,3,189,4,success,no
60,management,married,tertiary,no,759,no,no,email,14,aug,136,2,-1,0,unknown,yes
47,construction,married,secondary,no,1167,yes,no,email,30,apr,968,1,87,5,failure,no
29,management,single,tertiary,no,1445,no,no,email,26,apr,328,2,143,2,success,no
31,services,single,secondary,no,0,yes,no,unknown,28,may,231,2,-1,0,unknown,yes
47,retail,married,primary,no,0,no,no,email,10,aug,1225,2,-1,0,unknown,yes
50,management,married,unknown,no,3304,no,no,unknown,5,jun,1009,2,-1,0,unknown,yes
31,construction,single,secondary,no,691,yes,no,email,8,may,198,1,-1,0,unknown,yes
34,construction,married,secondary,no,1464,yes,no,unknown,23,may,350,1,-1,0,unknown,yes
51,services,divorced,secondary,no,12,yes,no,email,17,nov,150,1,-1,0,unknown,yes
35,construction,married,tertiary,no,0,yes,yes,email,23,sep,112,1,62,6,other,yes
41,management,married,tertiary,no,326,yes,no,email,4,may,788,1,-1,0,unknown,no
54,retired,married,secondary,no,3671,no,no,unknown,11,jun,67,3,-1,0,unknown,yes
51,retail,divorced,tertiary,no,370,yes,no,email,19,aug,109,3,-1,0,unknown,yes
20,student,single,secondary,no,502,no,no,email,30,apr,261,1,-1,0,unknown,no
25,student,single,secondary,no,331,no,no,phone,26,aug,170,4,-1,0,unknown,no
50,management,married,tertiary,no,1240,no,no,email,12,aug,474,2,-1,0,unknown,yes
54,management,married,tertiary,no,2960,yes,no,email,20,nov,83,1,-1,0,unknown,yes
30,tech,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,no
35,construction,married,secondary,no,2789,yes,no,email,4,sep,256,2,94,1,failure,yes
30,tech,married,secondary,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,yes
87,retired,married,primary,no,230,no,no,email,30,oct,144,1,-1,0,unknown,no
31,tech,married,secondary,no,631,yes,no,unknown,23,may,248,4,-1,0,unknown,yes
19,student,single,secondary,no,302,no,no,email,16,jul,205,1,-1,0,unknown,no
52,management,married,secondary,no,335,no,no,email,21,oct,411,1,182,1,failure,no
35,retail,married,tertiary,no,1265,yes,no,email,15,may,326,5,179,4,failure,no
45,education,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,no
36,tech,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,yes
48,tech,married,secondary,no,333,yes,no,email,14,may,24,6,-1,0,unknown,yes
30,management,married,tertiary,no,944,no,no,email,29,oct,251,2,-1,0,unknown,no
48,tech,married,unknown,no,439,yes,no,email,2,feb,212,1,249,2,other,yes
26,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1,0,unknown,yes
37,management,married,tertiary,no,1315,no,no,email,30,jun,224,1,-1,0,unknown,no
33,management,single,secondary,no,1558,yes,no,email,17,apr,97,1,-1,0,unknown,yes
43,construction,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,no
57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,no
34,management,married,tertiary,no,3050,yes,no,email,13,may,469,1,-1,0,unknown,no
32,tech,single,secondary,no,135,yes,no,email,18,may,232,2,-1,0,unknown,yes
32,tech,married,secondary,no,-32,yes,no,email,12,may,145,1,-1,0,unknown,yes
48,tech,married,secondary,no,480,yes,no,email,15,may,830,1,352,2,failure,no
55,retired,married,primary,no,-966,no,yes,email,14,may,104,1,-1,0,unknown,yes
61,management,married,tertiary,no,997,no,no,email,10,mar,106,1,-1,0,unknown,no
31,construction,single,tertiary,no,438,yes,no,email,12,aug,130,2,-1,0,unknown,yes
48,retired,married,primary,no,5173,yes,no,unknown,18,jun,88,8,-1,0,unknown,yes
32,tech,married,secondary,yes,-53,yes,no,email,16,apr,648,1,272,1,other,no
41,tech,married,secondary,yes,720,no,yes,email,24,jul,651,1,-1,0,unknown,no
44,tech,married,primary,no,887,yes,no,email,12,may,165,2,363,1,failure,yes
54,tech,married,unknown,no,310,yes,no,phone,28,jan,526,4,258,3,other,yes
36,tech,married,primary,no,1177,no,no,email,15,apr,330,1,311,4,success,no
44,services,single,primary,no,1893,yes,no,unknown,3,jun,1249,6,-1,0,unknown,no
56,unemployed,married,primary,no,3391,no,no,email,21,apr,243,1,-1,0,unknown,no
46,management,divorced,tertiary,no,1297,no,no,email,11,aug,716,3,-1,0,unknown,no
42,management,single,secondary,no,9720,no,no,email,5,aug,81,2,-1,0,unknown,yes
34,education,divorced,secondary,no,479,yes,no,email,12,may,515,1,350,5,failure,no
60,services,married,tertiary,no,4256,yes,no,email,16,aug,239,3,761,1,other,no
31,construction,single,secondary,no,4888,yes,no,phone,5,may,475,4,166,2,failure,yes
32,tech,married,secondary,no,1148,yes,no,email,20,apr,121,1,-1,0,unknown,yes
38,management,married,tertiary,no,-70,yes,no,email,30,jan,140,1,2,3,other,yes
54,unknown,married,unknown,no,895,no,no,email,7,oct,335,1,-1,0,unknown,no
44,management,married,tertiary,no,-206,yes,no,email,6,may,337,2,-1,0,unknown,yes
46,retired,married,primary,no,-35,yes,no,email,7,may,304,3,-1,0,unknown,yes
53,retail,married,primary,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,no
47,management,married,tertiary,no,2306,no,no,phone,6,aug,239,4,-1,0,unknown,no
29,tech,single,secondary,no,555,yes,no,email,15,may,133,4,-1,0,unknown,yes
47,construction,divorced,tertiary,no,-1148,yes,yes,unknown,27,may,62,2,-1,0,unknown,yes
52,tech,married,secondary,no,2087,yes,no,email,31,aug,267,1,474,1,failure,no
29,management,single,tertiary,no,3357,no,no,email,21,jul,120,3,-1,0,unknown,yes
47,management,single,tertiary,no,4402,no,no,phone,10,dec,804,1,190,1,other,no
34,management,married,secondary,no,0,no,no,email,2,feb,270,1,-1,0,unknown,yes
35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,no
53,education,married,secondary,no,1796,no,no,phone,16,mar,295,1,91,2,success,no
55,management,divorced,tertiary,no,481,yes,no,phone,8,may,147,2,298,3,failure,yes
37,management,married,tertiary,no,4089,yes,no,email,2,feb,289,2,174,4,other,no
34,construction,divorced,tertiary,no,674,yes,no,email,7,aug,487,2,-1,0,unknown,no
55,management,married,tertiary,no,-375,no,no,email,30,jul,814,2,-1,0,unknown,no
41,management,married,tertiary,no,326,yes,no,email,5,may,788,1,-1,0,unknown,no
38,management,married,tertiary,no,1198,yes,no,email,2,feb,63,1,-1,0,unknown,yes
49,services,married,tertiary,no,306,yes,no,email,18,aug,285,7,-1,0,unknown,yes
52,retired,single,secondary,no,316,no,no,email,12,may,463,3,-1,0,unknown,yes
49,unemployed,divorced,tertiary,no,780,no,no,email,8,nov,148,1,871,2,failure,yes
27,tech,single,secondary,no,3792,no,no,email,22,apr,279,2,-1,0,unknown,no
28,construction,single,secondary,no,618,yes,no,email,7,may,281,1,-1,0,unknown,yes
32,management,single,tertiary,no,2629,no,no,email,28,aug,77,4,-1,0,unknown,yes
27,education,married,secondary,no,-247,yes,yes,unknown,4,jun,344,2,-1,0,unknown,yes
32,construction,married,secondary,no,167,yes,yes,email,8,aug,79,3,-1,0,unknown,yes
55,retail,divorced,primary,no,976,no,no,email,28,jun,345,1,94,3,other,no
61,retired,married,secondary,no,2917,no,no,email,6,oct,215,1,-1,0,unknown,no
36,management,single,tertiary,no,490,no,no,email,28,aug,207,8,98,1,failure,no
86,retired,married,secondary,no,1503,no,no,phone,18,mar,165,3,101,1,other,yes
56,management,married,tertiary,no,21664,no,no,unknown,17,jun,214,8,-1,0,unknown,yes
38,unemployed,married,primary,no,1147,yes,yes,unknown,8,may,249,5,-1,0,unknown,yes
36,tech,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,no
29,management,single,tertiary,no,21,yes,no,email,14,may,107,4,371,3,failure,yes
34,tech,single,tertiary,no,1011,yes,no,unknown,6,may,136,1,-1,0,unknown,yes
40,services,married,tertiary,no,35,no,no,email,3,jul,318,4,317,3,failure,yes
50,management,single,tertiary,no,1200,no,no,email,14,aug,904,3,-1,0,unknown,no
35,management,married,tertiary,no,93,no,no,email,4,may,198,2,88,1,other,yes
40,management,married,tertiary,no,194,no,yes,email,29,aug,189,2,-1,0,unknown,yes
32,management,single,tertiary,no,537,no,no,unknown,29,may,187,3,-1,0,unknown,yes
52,education,married,secondary,no,395,yes,no,unknown,15,may,391,3,-1,0,unknown,yes
28,tech,married,secondary,no,1325,yes,no,email,15,may,242,1,-1,0,unknown,yes
53,tech,married,secondary,no,-626,yes,no,email,9,jul,205,1,-1,0,unknown,yes
66,retired,married,tertiary,no,1948,no,no,email,28,jan,216,1,91,4,success,no
36,management,married,tertiary,no,-296,yes,no,email,14,may,113,3,-1,0,unknown,yes
34,construction,married,tertiary,no,691,yes,yes,unknown,2,jun,70,1,-1,0,unknown,yes
49,tech,married,secondary,no,-454,yes,no,email,14,may,558,1,-1,0,unknown,no
28,student,single,tertiary,no,1562,no,no,email,15,feb,659,4,-1,0,unknown,no
50,education,divorced,secondary,no,769,no,no,email,28,jul,72,2,363,4,failure,yes
63,entrepreneur,married,secondary,no,3904,no,no,phone,4,aug,250,2,187,2,success,no
34,self-employed,single,tertiary,no,44,no,no,email,7,sep,310,2,96,2,other,yes
25,services,single,secondary,no,64,no,no,email,21,jul,71,11,-1,0,unknown,yes
35,tech,married,secondary,no,603,yes,no,email,17,apr,474,2,-1,0,unknown,yes
60,retail,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,yes
55,tech,divorced,secondary,no,1613,yes,no,email,3,apr,296,1,270,3,failure,no
33,construction,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,yes
34,entrepreneur,married,secondary,no,456,yes,yes,email,28,aug,137,8,-1,0,unknown,yes
26,tech,single,secondary,no,-32,yes,yes,email,31,jul,14,6,-1,0,unknown,yes
37,services,single,secondary,no,21,yes,no,email,2,feb,96,1,271,2,other,yes
48,management,married,primary,no,1910,yes,no,unknown,29,may,413,2,-1,0,unknown,yes
42,management,married,unknown,no,1519,no,no,email,19,oct,230,1,92,1,success,no
32,education,divorced,secondary,yes,5,yes,yes,email,18,may,82,3,363,2,other,yes
33,management,single,tertiary,no,3143,no,no,email,29,jun,421,2,-1,0,unknown,no
41,entrepreneur,divorced,tertiary,no,4,yes,yes,email,20,apr,74,4,-1,0,unknown,yes
28,construction,single,secondary,no,1453,yes,no,email,12,may,246,1,343,1,other,yes
40,services,married,secondary,no,26394,no,no,email,24,aug,206,4,-1,0,unknown,yes
53,management,married,tertiary,no,1343,no,no,email,5,aug,129,4,-1,0,unknown,yes
32,management,single,tertiary,no,12607,no,no,email,14,aug,203,5,84,1,failure,yes
34,tech,married,primary,no,-319,yes,yes,email,9,jul,134,4,-1,0,unknown,yes
47,management,married,tertiary,no,0,no,no,email,27,oct,508,1,-1,0,unknown,no
35,management,married,secondary,no,724,yes,no,email,14,jul,287,2,415,1,failure,no
33,management,married,secondary,no,3935,yes,no,email,6,may,765,1,342,2,failure,no
29,education,single,secondary,no,1448,no,no,email,10,mar,217,1,184,7,other,yes
33,management,divorced,secondary,no,106,no,no,email,20,aug,175,3,-1,0,unknown,yes
45,tech,single,primary,no,999,no,no,email,29,jan,182,2,-1,0,unknown,yes
42,retired,single,tertiary,no,308,no,no,email,30,jan,114,2,-1,0,unknown,yes
36,construction,single,secondary,no,1855,yes,no,email,4,feb,75,1,273,1,failure,yes
37,management,divorced,tertiary,no,896,no,yes,email,14,aug,343,2,-1,0,unknown,yes
49,services,married,secondary,no,823,no,no,email,8,aug,780,4,-1,0,unknown,no
33,tech,single,secondary,no,697,no,no,email,6,feb,860,2,-1,0,unknown,no
78,retired,divorced,primary,no,229,no,no,phone,22,oct,97,1,-1,0,unknown,no
59,tech,divorced,secondary,no,3573,no,no,email,15,may,44,1,-1,0,unknown,yes
25,tech,single,secondary,no,913,yes,no,email,7,jul,113,4,-1,0,unknown,yes
30,management,married,tertiary,no,102,yes,no,email,5,apr,470,7,426,3,other,no
37,management,married,primary,no,3943,yes,no,email,6,apr,610,2,138,1,failure,yes
43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,yes
31,management,married,tertiary,no,1331,no,no,email,30,apr,297,1,86,3,success,no
27,management,single,unknown,no,3196,no,no,email,9,feb,10,2,-1,0,unknown,yes
30,tech,single,secondary,no,2145,yes,no,email,18,may,727,2,-1,0,unknown,no
30,student,single,tertiary,no,7513,no,no,email,11,aug,269,2,-1,0,unknown,yes
42,tech,married,primary,no,-119,yes,no,email,22,jul,167,3,-1,0,unknown,yes
57,retired,married,secondary,no,1044,no,no,phone,11,jan,585,1,192,2,success,no
25,student,single,secondary,no,8,no,no,email,22,apr,107,2,-1,0,unknown,no
53,management,married,tertiary,no,15,no,no,email,20,aug,921,2,-1,0,unknown,no
36,education,divorced,secondary,no,356,yes,no,email,7,apr,244,3,313,1,failure,yes
44,construction,single,secondary,no,244,yes,no,email,12,aug,1735,4,-1,0,unknown,no
36,tech,married,primary,no,123,yes,no,email,18,may,9,1,-1,0,unknown,yes
34,services,married,secondary,no,1337,no,no,email,17,dec,330,2,127,3,success,no
36,construction,single,tertiary,no,197,no,no,email,30,apr,260,1,-1,0,unknown,no
43,education,married,secondary,no,132,no,no,email,19,aug,574,1,84,3,success,no
34,tech,married,secondary,no,393,yes,no,email,5,may,11,9,-1,0,unknown,yes
31,construction,married,secondary,no,251,no,yes,email,29,aug,156,2,-1,0,unknown,yes
41,self-employed,married,secondary,no,28,yes,no,email,11,may,49,1,-1,0,unknown,yes
45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5,1,-1,0,unknown,yes
46,management,single,tertiary,no,2154,yes,no,email,21,jul,87,4,-1,0,unknown,yes
41,retired,single,primary,no,0,no,no,email,8,may,239,1,368,2,failure,yes
33,construction,single,secondary,no,647,yes,yes,email,4,feb,124,1,273,1,other,yes
34,construction,single,secondary,no,1386,yes,yes,unknown,28,may,185,6,-1,0,unknown,yes
36,education,married,secondary,no,4280,no,no,unknown,19,jun,227,6,-1,0,unknown,yes
42,unemployed,married,secondary,no,1289,no,no,email,15,jul,250,4,415,2,failure,no
65,retired,divorced,unknown,no,300,no,no,email,2,aug,245,2,-1,0,unknown,yes
34,retail,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,no
47,retail,single,tertiary,no,3727,no,no,unknown,12,jun,993,6,-1,0,unknown,no
37,tech,married,primary,no,704,no,no,unknown,18,jun,165,7,-1,0,unknown,yes
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,no
27,services,single,secondary,no,44,yes,no,unknown,28,may,443,2,-1,0,unknown,no
37,management,married,tertiary,no,1689,yes,no,unknown,29,may,645,2,-1,0,unknown,yes
35,construction,married,secondary,no,0,yes,no,email,9,nov,524,1,96,5,success,no
56,retired,divorced,secondary,no,212,no,yes,phone,17,jul,27,1,-1,0,unknown,yes
31,management,single,tertiary,no,574,yes,no,email,16,jul,410,2,-1,0,unknown,yes
33,tech,single,secondary,no,22,no,no,email,30,jan,76,2,207,1,failure,yes
38,management,married,tertiary,no,7124,no,no,unknown,16,jun,301,6,-1,0,unknown,yes
35,management,single,tertiary,no,633,yes,no,email,17,apr,128,3,-1,0,unknown,yes
54,unemployed,married,primary,no,541,yes,no,email,3,feb,237,3,-1,0,unknown,yes
47,tech,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,no
34,tech,married,secondary,no,584,yes,no,email,18,jul,154,2,-1,0,unknown,yes
48,construction,married,secondary,no,568,yes,no,email,2,sep,378,2,386,1,success,no
57,retail,married,tertiary,no,3,no,no,email,4,aug,142,2,-1,0,unknown,yes
59,tech,married,unknown,no,139,no,no,unknown,5,jun,153,1,-1,0,unknown,yes
61,management,married,tertiary,no,6016,no,no,email,2,feb,670,3,-1,0,unknown,no
45,unknown,married,primary,no,44,no,no,unknown,11,jun,81,1,-1,0,unknown,yes
58,retail,married,primary,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown,yes
40,tech,married,secondary,no,1100,yes,no,unknown,29,may,660,2,-1,0,unknown,yes
31,education,divorced,secondary,no,1890,yes,no,email,21,jul,588,1,-1,0,unknown,yes
59,management,married,primary,no,1727,no,no,phone,25,may,500,4,358,2,failure,no
44,construction,married,secondary,no,2776,yes,no,email,27,jan,701,1,-1,0,unknown,no
29,tech,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown,no
49,construction,married,tertiary,no,1843,yes,no,email,24,may,269,1,-1,0,unknown,yes
31,construction,single,secondary,no,2544,no,no,email,15,jul,252,1,184,3,success,no
28,management,single,tertiary,no,80,no,no,email,20,oct,676,2,146,2,failure,no
31,construction,single,tertiary,no,1214,no,no,email,3,feb,39,1,-1,0,unknown,yes
59,self-employed,married,tertiary,no,2013,no,no,email,19,feb,222,4,94,2,success,no
59,retired,married,tertiary,no,9676,no,no,phone,27,mar,234,2,-1,0,unknown,no
47,management,married,tertiary,no,6637,yes,no,email,17,apr,174,2,-1,0,unknown,yes
34,construction,single,secondary,no,105,yes,no,email,7,may,146,2,171,3,failure,yes
34,retail,married,primary,no,2929,no,no,email,14,aug,518,2,-1,0,unknown,no
56,management,married,tertiary,no,3172,yes,no,email,5,feb,139,1,-1,0,unknown,yes
39,management,single,tertiary,no,416,no,no,email,23,oct,46,4,-1,0,unknown,yes
56,management,single,secondary,no,237,yes,no,phone,9,jul,236,4,-1,0,unknown,yes
56,education,divorced,secondary,yes,-435,yes,yes,unknown,9,may,185,2,-1,0,unknown,yes
49,management,married,primary,no,3371,no,no,email,11,nov,269,2,-1,0,unknown,no
46,education,married,secondary,no,368,no,no,email,20,aug,293,1,90,4,other,no
52,education,married,secondary,no,0,no,no,email,22,apr,91,2,275,1,failure,yes
34,management,married,tertiary,no,8,no,no,email,25,aug,169,4,-1,0,unknown,yes
63,retired,married,secondary,no,474,no,no,email,25,jan,423,1,-1,0,unknown,no
34,construction,single,tertiary,no,925,yes,no,email,13,apr,709,1,-1,0,unknown,no
31,tech,married,secondary,no,1243,yes,no,unknown,21,may,32,1,-1,0,unknown,yes
40,education,divorced,secondary,no,6,no,no,unknown,11,jun,140,1,-1,0,unknown,yes
51,retired,divorced,secondary,no,1679,no,no,email,12,aug,417,1,365,9,other,no
39,tech,married,primary,no,3705,yes,no,unknown,16,jun,77,1,-1,0,unknown,yes
84,retired,divorced,primary,no,639,no,no,phone,18,may,353,3,-1,0,unknown,no
61,self-employed,divorced,tertiary,no,6610,no,no,email,24,feb,481,2,-1,0,unknown,no
34,education,single,secondary,no,846,yes,no,email,17,apr,758,2,-1,0,unknown,yes
51,tech,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,yes
54,services,married,secondary,no,812,no,no,email,31,jul,113,6,-1,0,unknown,yes
26,retail,married,tertiary,no,543,no,no,email,30,jan,169,3,-1,0,unknown,yes
43,management,married,tertiary,no,348,no,yes,email,15,jul,88,3,-1,0,unknown,yes
33,tech,divorced,secondary,no,474,no,no,email,22,jul,400,2,-1,0,unknown,yes
28,student,single,tertiary,no,0,no,no,email,28,sep,294,2,105,7,other,no
46,education,married,secondary,no,22,no,no,email,26,aug,388,6,-1,0,unknown,no
34,education,married,tertiary,no,69,no,yes,email,4,aug,120,3,1,6,success,no
34,self-employed,married,secondary,no,-370,yes,no,unknown,21,may,748,1,-1,0,unknown,yes
25,management,single,tertiary,no,808,no,no,email,18,sep,267,2,114,2,failure,no
42,self-employed,divorced,tertiary,no,216,yes,no,email,8,may,144,3,-1,0,unknown,yes
60,construction,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,no
27,tech,married,secondary,yes,-584,yes,no,email,7,may,411,2,-1,0,unknown,yes
28,education,married,secondary,no,-97,yes,no,email,29,jan,79,1,225,2,success,yes
27,education,married,secondary,no,897,no,no,email,5,jun,397,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,1603,no,no,unknown,17,jun,279,1,-1,0,unknown,yes
27,construction,single,secondary,no,282,no,yes,email,9,jul,676,5,-1,0,unknown,yes
25,education,single,tertiary,no,760,yes,no,email,27,may,223,3,89,2,failure,no
34,construction,single,tertiary,no,144,yes,yes,email,14,oct,104,1,85,19,failure,yes
55,education,married,secondary,no,865,yes,no,email,27,oct,96,1,111,3,failure,yes
48,construction,married,secondary,no,197,no,yes,email,3,feb,47,2,222,3,other,yes
